NodeName=node93|Arch=x86_64|CoresPerSocket=6|CPUAlloc=0|CPUErr=0|CPUTot=12|CPULoad=0.02|AvailableFeatures=infiniband,32gb,sandybridge-ep,e5-2620|ActiveFeatures=infiniband,32gb,sandybridge-ep,e5-2620|Gres=(null)|NodeAddr=node93|NodeHostName=node93|Version=17.02|OS=Linux|RealMemory=31955|AllocMem=0|FreeMem=27936|Sockets=2|Boards=1|State=IDLE+DRAIN|ThreadsPerCore=1|TmpDisk=9951|Weight=1|Owner=N/A|MCS_label=N/A|Partitions=esp|BootTime=2019-10-16T10:01:30|SlurmdStartTime=2020-03-06T14:56:35|CfgTRES=cpu=12,mem=31955M|AllocTRES=|CapWatts=n/a|CurrentWatts=18|LowestJoules=48458|ConsumedJoules=12357244|ExtSensorsJoules=n/s|ExtSensorsWatts=0|ExtSensorsTemp=n/s|Reason=openib|RETRY|EXCEEDED|ERROR|[root@2019-09-25T09:46:59]
NodeName=node94|Arch=x86_64|CoresPerSocket=6|CPUAlloc=0|CPUErr=0|CPUTot=12|CPULoad=0.09|AvailableFeatures=infiniband,32gb,sandybridge-ep,e5-2620|ActiveFeatures=infiniband,32gb,sandybridge-ep,e5-2620|Gres=(null)|NodeAddr=node94|NodeHostName=node94|Version=17.02|OS=Linux|RealMemory=31955|AllocMem=0|FreeMem=30168|Sockets=2|Boards=1|State=IDLE|ThreadsPerCore=1|TmpDisk=9951|Weight=1|Owner=N/A|MCS_label=N/A|Partitions=esp|BootTime=2019-10-17T14:52:22|SlurmdStartTime=2020-03-06T14:56:35|CfgTRES=cpu=12,mem=31955M|AllocTRES=|CapWatts=n/a|CurrentWatts=23|LowestJoules=20190|ConsumedJoules=12711042|ExtSensorsJoules=n/s|ExtSensorsWatts=0|ExtSensorsTemp=n/s
NodeName=node95|Arch=x86_64|CoresPerSocket=6|CPUAlloc=0|CPUErr=0|CPUTot=12|CPULoad=0.01|AvailableFeatures=infiniband,32gb,sandybridge-ep,e5-2620|ActiveFeatures=infiniband,32gb,sandybridge-ep,e5-2620|Gres=(null)|NodeAddr=node95|NodeHostName=node95|Version=17.02|OS=Linux|RealMemory=31955|AllocMem=0|FreeMem=29977|Sockets=2|Boards=1|State=IDLE|ThreadsPerCore=1|TmpDisk=9951|Weight=1|Owner=N/A|MCS_label=N/A|Partitions=esp|BootTime=2019-10-17T14:52:23|SlurmdStartTime=2020-03-06T14:56:36|CfgTRES=cpu=12,mem=31955M|AllocTRES=|CapWatts=n/a|CurrentWatts=23|LowestJoules=10272|ConsumedJoules=12548798|ExtSensorsJoules=n/s|ExtSensorsWatts=0|ExtSensorsTemp=n/s
NodeName=node96|Arch=x86_64|CoresPerSocket=6|CPUAlloc=0|CPUErr=0|CPUTot=12|CPULoad=0.01|AvailableFeatures=infiniband,32gb,sandybridge-ep,e5-2620|ActiveFeatures=infiniband,32gb,sandybridge-ep,e5-2620|Gres=(null)|NodeAddr=node96|NodeHostName=node96|Version=17.02|OS=Linux|RealMemory=31955|AllocMem=0|FreeMem=30020|Sockets=2|Boards=1|State=IDLE|ThreadsPerCore=1|TmpDisk=9951|Weight=1|Owner=N/A|MCS_label=N/A|Partitions=esp|BootTime=2019-10-17T14:52:22|SlurmdStartTime=2020-03-06T14:56:36|CfgTRES=cpu=12,mem=31955M|AllocTRES=|CapWatts=n/a|CurrentWatts=20|LowestJoules=55259|ConsumedJoules=11836015|ExtSensorsJoules=n/s|ExtSensorsWatts=0|ExtSensorsTemp=n/s
NodeName=node101|Arch=x86_64|CoresPerSocket=10|CPUAlloc=20|CPUErr=0|CPUTot=20|CPULoad=1.04|AvailableFeatures=infiniband,64gb,ivybridge-ep,e5-2680v2|ActiveFeatures=infiniband,64gb,ivybridge-ep,e5-2680v2|Gres=(null)|NodeAddr=node101|NodeHostName=node101|Version=17.02|OS=Linux|RealMemory=64156|AllocMem=0|FreeMem=31511|Sockets=2|Boards=1|State=ALLOCATED|ThreadsPerCore=1|TmpDisk=9951|Weight=1|Owner=jciarlo(7647)|MCS_label=N/A|Partitions=esp1|BootTime=2019-10-17T14:43:30|SlurmdStartTime=2020-03-06T14:56:40|CfgTRES=cpu=20,mem=64156M|AllocTRES=cpu=20|CapWatts=n/a|CurrentWatts=66|LowestJoules=135333|ConsumedJoules=25343130|ExtSensorsJoules=n/s|ExtSensorsWatts=0|ExtSensorsTemp=n/s
NodeName=node102|Arch=x86_64|CoresPerSocket=10|CPUAlloc=20|CPUErr=0|CPUTot=20|CPULoad=1.05|AvailableFeatures=infiniband,64gb,ivybridge-ep,e5-2680v2|ActiveFeatures=infiniband,64gb,ivybridge-ep,e5-2680v2|Gres=(null)|NodeAddr=node102|NodeHostName=node102|Version=17.02|OS=Linux|RealMemory=64156|AllocMem=0|FreeMem=55355|Sockets=2|Boards=1|State=ALLOCATED|ThreadsPerCore=1|TmpDisk=9951|Weight=1|Owner=jciarlo(7647)|MCS_label=N/A|Partitions=esp1|BootTime=2019-10-16T04:04:42|SlurmdStartTime=2020-03-06T14:56:36|CfgTRES=cpu=20,mem=64156M|AllocTRES=cpu=20|CapWatts=n/a|CurrentWatts=71|LowestJoules=63639|ConsumedJoules=20773942|ExtSensorsJoules=n/s|ExtSensorsWatts=0|ExtSensorsTemp=n/s
NodeName=node103|Arch=x86_64|CoresPerSocket=10|CPUAlloc=0|CPUErr=0|CPUTot=20|CPULoad=0.03|AvailableFeatures=infiniband,64gb,ivybridge-ep,e5-2680v2|ActiveFeatures=infiniband,64gb,ivybridge-ep,e5-2680v2|Gres=(null)|NodeAddr=node103|NodeHostName=node103|Version=17.02|OS=Linux|RealMemory=64156|AllocMem=0|FreeMem=62740|Sockets=2|Boards=1|State=IDLE+DRAIN|ThreadsPerCore=1|TmpDisk=9951|Weight=1|Owner=N/A|MCS_label=N/A|Partitions=esp1|BootTime=2020-03-09T01:01:01|SlurmdStartTime=2020-03-09T01:01:34|CfgTRES=cpu=20,mem=64156M|AllocTRES=|CapWatts=n/a|CurrentWatts=32|LowestJoules=5200|ConsumedJoules=12370469|ExtSensorsJoules=n/s|ExtSensorsWatts=0|ExtSensorsTemp=n/s|Reason=Node|crashes|frequently|[root@2018-08-17T11:38:58]
NodeName=node104|Arch=x86_64|CoresPerSocket=10|CPUAlloc=20|CPUErr=0|CPUTot=20|CPULoad=20.04|AvailableFeatures=infiniband,64gb,ivybridge-ep,e5-2680v2|ActiveFeatures=infiniband,64gb,ivybridge-ep,e5-2680v2|Gres=(null)|NodeAddr=node104|NodeHostName=node104|Version=17.02|OS=Linux|RealMemory=64156|AllocMem=0|FreeMem=250|Sockets=2|Boards=1|State=ALLOCATED|ThreadsPerCore=1|TmpDisk=9951|Weight=1|Owner=cdel_gob(8516)|MCS_label=N/A|Partitions=esp1|BootTime=2019-10-16T04:05:10|SlurmdStartTime=2020-03-06T14:56:45|CfgTRES=cpu=20,mem=64156M|AllocTRES=cpu=20|CapWatts=n/a|CurrentWatts=188|LowestJoules=190878|ConsumedJoules=55059366|ExtSensorsJoules=n/s|ExtSensorsWatts=0|ExtSensorsTemp=n/s
NodeName=node105|Arch=x86_64|CoresPerSocket=10|CPUAlloc=20|CPUErr=0|CPUTot=20|CPULoad=20.04|AvailableFeatures=infiniband,64gb,ivybridge-ep,e5-2680v2|ActiveFeatures=infiniband,64gb,ivybridge-ep,e5-2680v2|Gres=(null)|NodeAddr=node105|NodeHostName=node105|Version=17.02|OS=Linux|RealMemory=64156|AllocMem=0|FreeMem=60272|Sockets=2|Boards=1|State=ALLOCATED|ThreadsPerCore=1|TmpDisk=9951|Weight=1|Owner=cdel_gob(8516)|MCS_label=N/A|Partitions=esp1|BootTime=2019-10-16T04:05:08|SlurmdStartTime=2020-03-06T14:56:47|CfgTRES=cpu=20,mem=64156M|AllocTRES=cpu=20|CapWatts=n/a|CurrentWatts=185|LowestJoules=156204|ConsumedJoules=60416246|ExtSensorsJoules=n/s|ExtSensorsWatts=0|ExtSensorsTemp=n/s
NodeName=node106|Arch=x86_64|CoresPerSocket=10|CPUAlloc=20|CPUErr=0|CPUTot=20|CPULoad=20.02|AvailableFeatures=infiniband,64gb,ivybridge-ep,e5-2680v2|ActiveFeatures=infiniband,64gb,ivybridge-ep,e5-2680v2|Gres=(null)|NodeAddr=node106|NodeHostName=node106|Version=17.02|OS=Linux|RealMemory=64156|AllocMem=0|FreeMem=60315|Sockets=2|Boards=1|State=ALLOCATED|ThreadsPerCore=1|TmpDisk=9951|Weight=1|Owner=cdel_gob(8516)|MCS_label=N/A|Partitions=esp1|BootTime=2019-10-16T04:05:10|SlurmdStartTime=2020-03-06T14:56:48|CfgTRES=cpu=20,mem=64156M|AllocTRES=cpu=20|CapWatts=n/a|CurrentWatts=183|LowestJoules=143932|ConsumedJoules=59385304|ExtSensorsJoules=n/s|ExtSensorsWatts=0|ExtSensorsTemp=n/s
NodeName=node107|Arch=x86_64|CoresPerSocket=10|CPUAlloc=20|CPUErr=0|CPUTot=20|CPULoad=20.12|AvailableFeatures=infiniband,64gb,ivybridge-ep,e5-2680v2|ActiveFeatures=infiniband,64gb,ivybridge-ep,e5-2680v2|Gres=(null)|NodeAddr=node107|NodeHostName=node107|Version=17.02|OS=Linux|RealMemory=64156|AllocMem=0|FreeMem=60423|Sockets=2|Boards=1|State=ALLOCATED|ThreadsPerCore=1|TmpDisk=9951|Weight=1|Owner=cdel_gob(8516)|MCS_label=N/A|Partitions=esp1|BootTime=2019-10-17T14:53:46|SlurmdStartTime=2020-03-06T14:56:46|CfgTRES=cpu=20,mem=64156M|AllocTRES=cpu=20|CapWatts=n/a|CurrentWatts=186|LowestJoules=120718|ConsumedJoules=49858886|ExtSensorsJoules=n/s|ExtSensorsWatts=0|ExtSensorsTemp=n/s
NodeName=node108|Arch=x86_64|CoresPerSocket=10|CPUAlloc=20|CPUErr=0|CPUTot=20|CPULoad=1.68|AvailableFeatures=infiniband,64gb,ivybridge-ep,e5-2680v2|ActiveFeatures=infiniband,64gb,ivybridge-ep,e5-2680v2|Gres=(null)|NodeAddr=node108|NodeHostName=node108|Version=17.02|OS=Linux|RealMemory=64156|AllocMem=0|FreeMem=52417|Sockets=2|Boards=1|State=ALLOCATED|ThreadsPerCore=1|TmpDisk=9951|Weight=1|Owner=sstrada(8662)|MCS_label=N/A|Partitions=esp1|BootTime=2019-02-19T23:02:54|SlurmdStartTime=2020-03-06T14:56:48|CfgTRES=cpu=20,mem=64156M|AllocTRES=cpu=20|CapWatts=n/a|CurrentWatts=96|LowestJoules=133851|ConsumedJoules=42130384|ExtSensorsJoules=n/s|ExtSensorsWatts=0|ExtSensorsTemp=n/s
NodeName=node109|Arch=x86_64|CoresPerSocket=10|CPUAlloc=0|CPUErr=0|CPUTot=20|CPULoad=0.02|AvailableFeatures=infiniband,64gb,ivybridge-ep,e5-2680v2|ActiveFeatures=infiniband,64gb,ivybridge-ep,e5-2680v2|Gres=(null)|NodeAddr=node109|NodeHostName=node109|Version=17.02|OS=Linux|RealMemory=64156|AllocMem=0|FreeMem=62297|Sockets=2|Boards=1|State=IDLE+DRAIN|ThreadsPerCore=1|TmpDisk=9951|Weight=1|Owner=N/A|MCS_label=N/A|Partitions=esp1|BootTime=2019-10-16T04:05:33|SlurmdStartTime=2020-03-06T14:56:48|CfgTRES=cpu=20,mem=64156M|AllocTRES=|CapWatts=n/a|CurrentWatts=46|LowestJoules=75484|ConsumedJoules=48095516|ExtSensorsJoules=n/s|ExtSensorsWatts=0|ExtSensorsTemp=n/s|Reason=batch|job|complete|failure|[slurm@2020-03-13T12:12:19]
NodeName=node110|Arch=x86_64|CoresPerSocket=10|CPUAlloc=20|CPUErr=0|CPUTot=20|CPULoad=20.04|AvailableFeatures=infiniband,64gb,ivybridge-ep,e5-2680v2|ActiveFeatures=infiniband,64gb,ivybridge-ep,e5-2680v2|Gres=(null)|NodeAddr=node110|NodeHostName=node110|Version=17.02|OS=Linux|RealMemory=64156|AllocMem=0|FreeMem=39740|Sockets=2|Boards=1|State=ALLOCATED|ThreadsPerCore=1|TmpDisk=9951|Weight=1|Owner=rglazer(8552)|MCS_label=N/A|Partitions=esp1|BootTime=2019-10-16T03:52:30|SlurmdStartTime=2020-03-06T14:56:48|CfgTRES=cpu=20,mem=64156M|AllocTRES=cpu=20|CapWatts=n/a|CurrentWatts=197|LowestJoules=104149|ConsumedJoules=49316157|ExtSensorsJoules=n/s|ExtSensorsWatts=0|ExtSensorsTemp=n/s
NodeName=node111|Arch=x86_64|CoresPerSocket=10|CPUAlloc=20|CPUErr=0|CPUTot=20|CPULoad=20.02|AvailableFeatures=infiniband,64gb,ivybridge-ep,e5-2680v2|ActiveFeatures=infiniband,64gb,ivybridge-ep,e5-2680v2|Gres=(null)|NodeAddr=node111|NodeHostName=node111|Version=17.02|OS=Linux|RealMemory=64156|AllocMem=0|FreeMem=44965|Sockets=2|Boards=1|State=ALLOCATED|ThreadsPerCore=1|TmpDisk=9951|Weight=1|Owner=rglazer(8552)|MCS_label=N/A|Partitions=esp1|BootTime=2019-12-04T10:35:47|SlurmdStartTime=2020-03-06T14:56:36|CfgTRES=cpu=20,mem=64156M|AllocTRES=cpu=20|CapWatts=n/a|CurrentWatts=197|LowestJoules=100150|ConsumedJoules=47149985|ExtSensorsJoules=n/s|ExtSensorsWatts=0|ExtSensorsTemp=n/s
NodeName=node112|Arch=x86_64|CoresPerSocket=10|CPUAlloc=20|CPUErr=0|CPUTot=20|CPULoad=20.06|AvailableFeatures=infiniband,64gb,ivybridge-ep,e5-2680v2|ActiveFeatures=infiniband,64gb,ivybridge-ep,e5-2680v2|Gres=(null)|NodeAddr=node112|NodeHostName=node112|Version=17.02|OS=Linux|RealMemory=64156|AllocMem=0|FreeMem=49284|Sockets=2|Boards=1|State=ALLOCATED|ThreadsPerCore=1|TmpDisk=9951|Weight=1|Owner=rglazer(8552)|MCS_label=N/A|Partitions=esp1|BootTime=2019-10-15T21:22:45|SlurmdStartTime=2020-03-06T14:56:36|CfgTRES=cpu=20,mem=64156M|AllocTRES=cpu=20|CapWatts=n/a|CurrentWatts=196|LowestJoules=104766|ConsumedJoules=47320649|ExtSensorsJoules=n/s|ExtSensorsWatts=0|ExtSensorsTemp=n/s
NodeName=node113|Arch=x86_64|CoresPerSocket=10|CPUAlloc=20|CPUErr=0|CPUTot=20|CPULoad=20.15|AvailableFeatures=infiniband,64gb,ivybridge-ep,e5-2680v2|ActiveFeatures=infiniband,64gb,ivybridge-ep,e5-2680v2|Gres=(null)|NodeAddr=node113|NodeHostName=node113|Version=17.02|OS=Linux|RealMemory=64156|AllocMem=0|FreeMem=49397|Sockets=2|Boards=1|State=ALLOCATED|ThreadsPerCore=1|TmpDisk=9951|Weight=1|Owner=rglazer(8552)|MCS_label=N/A|Partitions=esp1|BootTime=2019-10-17T14:53:58|SlurmdStartTime=2020-03-06T14:56:36|CfgTRES=cpu=20,mem=64156M|AllocTRES=cpu=20|CapWatts=n/a|CurrentWatts=195|LowestJoules=54652|ConsumedJoules=47235121|ExtSensorsJoules=n/s|ExtSensorsWatts=0|ExtSensorsTemp=n/s
NodeName=node114|Arch=x86_64|CoresPerSocket=10|CPUAlloc=20|CPUErr=0|CPUTot=20|CPULoad=20.06|AvailableFeatures=infiniband,64gb,ivybridge-ep,e5-2680v2|ActiveFeatures=infiniband,64gb,ivybridge-ep,e5-2680v2|Gres=(null)|NodeAddr=node114|NodeHostName=node114|Version=17.02|OS=Linux|RealMemory=64156|AllocMem=0|FreeMem=48236|Sockets=2|Boards=1|State=ALLOCATED|ThreadsPerCore=1|TmpDisk=9951|Weight=1|Owner=rglazer(8552)|MCS_label=N/A|Partitions=esp1|BootTime=2019-10-16T03:52:49|SlurmdStartTime=2020-03-06T14:56:36|CfgTRES=cpu=20,mem=64156M|AllocTRES=cpu=20|CapWatts=n/a|CurrentWatts=197|LowestJoules=86311|ConsumedJoules=36499278|ExtSensorsJoules=n/s|ExtSensorsWatts=0|ExtSensorsTemp=n/s
NodeName=node115|Arch=x86_64|CoresPerSocket=10|CPUAlloc=20|CPUErr=0|CPUTot=20|CPULoad=20.12|AvailableFeatures=infiniband,64gb,ivybridge-ep,e5-2680v2|ActiveFeatures=infiniband,64gb,ivybridge-ep,e5-2680v2|Gres=(null)|NodeAddr=node115|NodeHostName=node115|Version=17.02|OS=Linux|RealMemory=64156|AllocMem=0|FreeMem=50976|Sockets=2|Boards=1|State=ALLOCATED|ThreadsPerCore=1|TmpDisk=9951|Weight=1|Owner=rglazer(8552)|MCS_label=N/A|Partitions=esp1|BootTime=2019-02-19T23:02:51|SlurmdStartTime=2020-03-06T14:56:36|CfgTRES=cpu=20,mem=64156M|AllocTRES=cpu=20|CapWatts=n/a|CurrentWatts=196|LowestJoules=86958|ConsumedJoules=38146844|ExtSensorsJoules=n/s|ExtSensorsWatts=0|ExtSensorsTemp=n/s
NodeName=node116|Arch=x86_64|CoresPerSocket=10|CPUAlloc=0|CPUErr=0|CPUTot=20|CPULoad=0.01|AvailableFeatures=infiniband,64gb,ivybridge-ep,e5-2680v2|ActiveFeatures=infiniband,64gb,ivybridge-ep,e5-2680v2|Gres=(null)|NodeAddr=node116|NodeHostName=node116|Version=17.02|OS=Linux|RealMemory=64156|AllocMem=0|FreeMem=61404|Sockets=2|Boards=1|State=IDLE|ThreadsPerCore=1|TmpDisk=9951|Weight=1|Owner=N/A|MCS_label=N/A|Partitions=esp1|BootTime=2019-02-19T23:02:55|SlurmdStartTime=2020-03-06T14:56:36|CfgTRES=cpu=20,mem=64156M|AllocTRES=|CapWatts=n/a|CurrentWatts=59|LowestJoules=132590|ConsumedJoules=37903670|ExtSensorsJoules=n/s|ExtSensorsWatts=0|ExtSensorsTemp=n/s
NodeName=node117|Arch=x86_64|CoresPerSocket=10|CPUAlloc=0|CPUErr=0|CPUTot=20|CPULoad=0.01|AvailableFeatures=infiniband,64gb,ivybridge-ep,e5-2680v2|ActiveFeatures=infiniband,64gb,ivybridge-ep,e5-2680v2|Gres=(null)|NodeAddr=node117|NodeHostName=node117|Version=17.02|OS=Linux|RealMemory=64156|AllocMem=0|FreeMem=61868|Sockets=2|Boards=1|State=IDLE|ThreadsPerCore=1|TmpDisk=9951|Weight=1|Owner=N/A|MCS_label=N/A|Partitions=esp1|BootTime=2019-10-16T03:53:21|SlurmdStartTime=2020-03-06T14:56:36|CfgTRES=cpu=20,mem=64156M|AllocTRES=|CapWatts=n/a|CurrentWatts=29|LowestJoules=155512|ConsumedJoules=23993892|ExtSensorsJoules=n/s|ExtSensorsWatts=0|ExtSensorsTemp=n/s
NodeName=node118|Arch=x86_64|CoresPerSocket=10|CPUAlloc=0|CPUErr=0|CPUTot=20|CPULoad=0.01|AvailableFeatures=infiniband,64gb,ivybridge-ep,e5-2680v2|ActiveFeatures=infiniband,64gb,ivybridge-ep,e5-2680v2|Gres=(null)|NodeAddr=node118|NodeHostName=node118|Version=17.02|OS=Linux|RealMemory=64156|AllocMem=0|FreeMem=60983|Sockets=2|Boards=1|State=IDLE|ThreadsPerCore=1|TmpDisk=9951|Weight=1|Owner=N/A|MCS_label=N/A|Partitions=esp1|BootTime=2019-10-16T03:53:23|SlurmdStartTime=2020-03-06T14:56:36|CfgTRES=cpu=20,mem=64156M|AllocTRES=|CapWatts=n/a|CurrentWatts=45|LowestJoules=95400|ConsumedJoules=30287351|ExtSensorsJoules=n/s|ExtSensorsWatts=0|ExtSensorsTemp=n/s
NodeName=node119|Arch=x86_64|CoresPerSocket=10|CPUAlloc=0|CPUErr=0|CPUTot=20|CPULoad=0.02|AvailableFeatures=infiniband,64gb,ivybridge-ep,e5-2680v2|ActiveFeatures=infiniband,64gb,ivybridge-ep,e5-2680v2|Gres=(null)|NodeAddr=node119|NodeHostName=node119|Version=17.02|OS=Linux|RealMemory=64156|AllocMem=0|FreeMem=61445|Sockets=2|Boards=1|State=IDLE|ThreadsPerCore=1|TmpDisk=9951|Weight=1|Owner=N/A|MCS_label=N/A|Partitions=esp1|BootTime=2019-02-19T23:02:55|SlurmdStartTime=2020-03-06T14:56:36|CfgTRES=cpu=20,mem=64156M|AllocTRES=|CapWatts=n/a|CurrentWatts=54|LowestJoules=207398|ConsumedJoules=31309527|ExtSensorsJoules=n/s|ExtSensorsWatts=0|ExtSensorsTemp=n/s
NodeName=node120|Arch=x86_64|CoresPerSocket=10|CPUAlloc=0|CPUErr=0|CPUTot=20|CPULoad=0.02|AvailableFeatures=infiniband,64gb,ivybridge-ep,e5-2680v2|ActiveFeatures=infiniband,64gb,ivybridge-ep,e5-2680v2|Gres=(null)|NodeAddr=node120|NodeHostName=node120|Version=17.02|OS=Linux|RealMemory=64156|AllocMem=0|FreeMem=60823|Sockets=2|Boards=1|State=IDLE|ThreadsPerCore=1|TmpDisk=9951|Weight=1|Owner=N/A|MCS_label=N/A|Partitions=esp1|BootTime=2019-12-20T09:46:46|SlurmdStartTime=2020-03-06T14:56:36|CfgTRES=cpu=20,mem=64156M|AllocTRES=|CapWatts=n/a|CurrentWatts=48|LowestJoules=103843|ConsumedJoules=33750677|ExtSensorsJoules=n/s|ExtSensorsWatts=0|ExtSensorsTemp=n/s
NodeName=node121|Arch=x86_64|CoresPerSocket=10|CPUAlloc=0|CPUErr=0|CPUTot=20|CPULoad=0.01|AvailableFeatures=infiniband,64gb,ivybridge-ep,e5-2680v2|ActiveFeatures=infiniband,64gb,ivybridge-ep,e5-2680v2|Gres=(null)|NodeAddr=node121|NodeHostName=node121|Version=17.02|OS=Linux|RealMemory=64156|AllocMem=0|FreeMem=60496|Sockets=2|Boards=1|State=IDLE|ThreadsPerCore=1|TmpDisk=9951|Weight=1|Owner=N/A|MCS_label=N/A|Partitions=esp1|BootTime=2019-10-16T03:53:22|SlurmdStartTime=2020-03-06T14:56:36|CfgTRES=cpu=20,mem=64156M|AllocTRES=|CapWatts=n/a|CurrentWatts=49|LowestJoules=192989|ConsumedJoules=31422982|ExtSensorsJoules=n/s|ExtSensorsWatts=0|ExtSensorsTemp=n/s
NodeName=node122|Arch=x86_64|CoresPerSocket=10|CPUAlloc=0|CPUErr=0|CPUTot=20|CPULoad=0.01|AvailableFeatures=infiniband,64gb,ivybridge-ep,e5-2680v2|ActiveFeatures=infiniband,64gb,ivybridge-ep,e5-2680v2|Gres=(null)|NodeAddr=node122|NodeHostName=node122|Version=17.02|OS=Linux|RealMemory=64156|AllocMem=0|FreeMem=60879|Sockets=2|Boards=1|State=IDLE|ThreadsPerCore=1|TmpDisk=9951|Weight=1|Owner=N/A|MCS_label=N/A|Partitions=esp1|BootTime=2019-10-15T21:22:48|SlurmdStartTime=2020-03-06T14:56:36|CfgTRES=cpu=20,mem=64156M|AllocTRES=|CapWatts=n/a|CurrentWatts=47|LowestJoules=107005|ConsumedJoules=30704711|ExtSensorsJoules=n/s|ExtSensorsWatts=0|ExtSensorsTemp=n/s
NodeName=node123|Arch=x86_64|CoresPerSocket=10|CPUAlloc=0|CPUErr=0|CPUTot=20|CPULoad=0.01|AvailableFeatures=infiniband,64gb,ivybridge-ep,e5-2680v2|ActiveFeatures=infiniband,64gb,ivybridge-ep,e5-2680v2|Gres=(null)|NodeAddr=node123|NodeHostName=node123|Version=17.02|OS=Linux|RealMemory=64156|AllocMem=0|FreeMem=60942|Sockets=2|Boards=1|State=IDLE|ThreadsPerCore=1|TmpDisk=9951|Weight=1|Owner=N/A|MCS_label=N/A|Partitions=esp1|BootTime=2019-10-17T10:06:28|SlurmdStartTime=2020-03-06T14:56:36|CfgTRES=cpu=20,mem=64156M|AllocTRES=|CapWatts=n/a|CurrentWatts=49|LowestJoules=70688|ConsumedJoules=31271461|ExtSensorsJoules=n/s|ExtSensorsWatts=0|ExtSensorsTemp=n/s
NodeName=node124|Arch=x86_64|CoresPerSocket=10|CPUAlloc=0|CPUErr=0|CPUTot=20|CPULoad=0.01|AvailableFeatures=infiniband,64gb,ivybridge-ep,e5-2680v2|ActiveFeatures=infiniband,64gb,ivybridge-ep,e5-2680v2|Gres=(null)|NodeAddr=node124|NodeHostName=node124|Version=17.02|OS=Linux|RealMemory=64156|AllocMem=0|FreeMem=60735|Sockets=2|Boards=1|State=IDLE|ThreadsPerCore=1|TmpDisk=9951|Weight=1|Owner=N/A|MCS_label=N/A|Partitions=esp1|BootTime=2019-11-13T14:31:55|SlurmdStartTime=2020-03-06T14:56:36|CfgTRES=cpu=20,mem=64156M|AllocTRES=|CapWatts=n/a|CurrentWatts=36|LowestJoules=146650|ConsumedJoules=25067799|ExtSensorsJoules=n/s|ExtSensorsWatts=0|ExtSensorsTemp=n/s
NodeName=node125|Arch=x86_64|CoresPerSocket=10|CPUAlloc=0|CPUErr=0|CPUTot=20|CPULoad=0.01|AvailableFeatures=infiniband,64gb,ivybridge-ep,e5-2680v2|ActiveFeatures=infiniband,64gb,ivybridge-ep,e5-2680v2|Gres=(null)|NodeAddr=node125|NodeHostName=node125|Version=17.02|OS=Linux|RealMemory=64156|AllocMem=0|FreeMem=61071|Sockets=2|Boards=1|State=IDLE|ThreadsPerCore=1|TmpDisk=9951|Weight=1|Owner=N/A|MCS_label=N/A|Partitions=esp1|BootTime=2019-10-17T14:45:52|SlurmdStartTime=2020-03-06T14:56:36|CfgTRES=cpu=20,mem=64156M|AllocTRES=|CapWatts=n/a|CurrentWatts=52|LowestJoules=110676|ConsumedJoules=29632162|ExtSensorsJoules=n/s|ExtSensorsWatts=0|ExtSensorsTemp=n/s
NodeName=node126|Arch=x86_64|CoresPerSocket=10|CPUAlloc=0|CPUErr=0|CPUTot=20|CPULoad=0.01|AvailableFeatures=infiniband,64gb,ivybridge-ep,e5-2680v2|ActiveFeatures=infiniband,64gb,ivybridge-ep,e5-2680v2|Gres=(null)|NodeAddr=node126|NodeHostName=node126|Version=17.02|OS=Linux|RealMemory=64156|AllocMem=0|FreeMem=60746|Sockets=2|Boards=1|State=IDLE|ThreadsPerCore=1|TmpDisk=9951|Weight=1|Owner=N/A|MCS_label=N/A|Partitions=esp1|BootTime=2019-02-19T23:02:52|SlurmdStartTime=2020-03-06T14:56:36|CfgTRES=cpu=20,mem=64156M|AllocTRES=|CapWatts=n/a|CurrentWatts=51|LowestJoules=159683|ConsumedJoules=29313897|ExtSensorsJoules=n/s|ExtSensorsWatts=0|ExtSensorsTemp=n/s
NodeName=node127|Arch=x86_64|CoresPerSocket=10|CPUAlloc=0|CPUErr=0|CPUTot=20|CPULoad=0.01|AvailableFeatures=infiniband,64gb,ivybridge-ep,e5-2680v2|ActiveFeatures=infiniband,64gb,ivybridge-ep,e5-2680v2|Gres=(null)|NodeAddr=node127|NodeHostName=node127|Version=17.02|OS=Linux|RealMemory=64156|AllocMem=0|FreeMem=60207|Sockets=2|Boards=1|State=IDLE|ThreadsPerCore=1|TmpDisk=9951|Weight=1|Owner=N/A|MCS_label=N/A|Partitions=esp1|BootTime=2019-10-16T03:52:51|SlurmdStartTime=2020-03-06T14:56:36|CfgTRES=cpu=20,mem=64156M|AllocTRES=|CapWatts=n/a|CurrentWatts=28|LowestJoules=147477|ConsumedJoules=15661119|ExtSensorsJoules=n/s|ExtSensorsWatts=0|ExtSensorsTemp=n/s
